Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address
CRHER-AS01-F3.thermofisher.com (6),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.13/25
CRHER-AS01-F3.thermofisher.com (4),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.13/25
CRHER-AS01-F3.thermofisher.com (2),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.13/25
CRHER-AS01-F2.thermofisher.com (1),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.12/25
CRHER-AS01-F2.thermofisher.com (8),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.12/25
CRHER-AS01-F1.thermofisher.com (3),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.11/25
CRHER-AS01-F1.thermofisher.com (4),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.11/25
CRHER-AS01-F2.thermofisher.com (5),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.12/25
CRHER-AS01-F1.thermofisher.com (1),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.11/25
CRHER-AS01-F1.thermofisher.com (5),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.11/25
CRHER-AS01-F3.thermofisher.com (1),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.13/25
CRHER-AS01-F3.thermofisher.com (7),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.13/25
CRHER-AS01-F2.thermofisher.com (3),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.12/25
CRHER-AS01-F2.thermofisher.com (6),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.12/25
CRHER-AS01-F1.thermofisher.com (2),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.11/25
CRHER-AS01-F3.thermofisher.com (3),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.13/25
CRHER-AS01-F2.thermofisher.com (4),Active,Corp,CRHER,,,Switch (Access),Cisco,C9300-48P,10.154.64.12/25
KRSBG-ECV-02,Active,MSD,KRSBG,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.200.205/32
KRSBG-ECV-01,Active,MSD,KRSBG,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.200.204/32
KRSBG-AS-B2F-01 (1),Active,MSD,KRSBG,,,Switch (Access),Cisco,C9300L-48P-4X,10.67.64.100/26
KRSBG-AS-B2F-01 (2),Active,MSD,KRSBG,,,Switch (Access),Cisco,C9300L-48P-4X,10.67.64.100/26
NLGRO-S40-TOR01 (1),Active,DSD,NLGRO,,,Switch (Server Access),Cisco,C9500-48Y4C,10.115.193.25/24
NLGRO-S40-TOR01 (2),Active,DSD,NLGRO,,,Switch (Server Access),Cisco,C9500-48Y4C,10.115.193.25/24
NLGRO-MERA-FW02,Active,DSD,NLGRO,,,Firewall,Fortinet,FGT_200F,10.115.193.31/32
NLGRO-MERA-FW01,Active,DSD,NLGRO,,,Firewall,Fortinet,FGT_200F,10.115.193.30/24
BESEN02-EC-02,Active,DSD,BESEN02,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.255.192.91/32
USGIL-LAN02 (3),Active,CSD,USGIL,,,Switch (Access),Cisco,C9200-48P,10.25.4.12/24
USGIL-LAN03 (1),Active,CSD,USGIL,,,Switch (Access),Cisco,C9200-48P,10.25.4.13/24
USGIL-LAN03 (2),Active,CSD,USGIL,,,Switch (Access),Cisco,C9200-48P,10.25.4.13/24
34b8833bd439,Active,CMD,USSJO,,,Switch (Access),Cisco,Cisco CBS350-8T-E-2G (PID:CBS350-8T-E-2,10.160.192.126/32
USSJO-LAN01 (1),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.76/26
USSJO-LAN01 (2),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.76/26
USSJO-LAN01 (3),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.76/26
USSJO-LAN01 (4),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.76/26
USSJO-LAN01 (5),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.76/26
USSJO-ECV-01,Active,CMD,USSJO,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.196.175/32
USSJO-LAN11 (5),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.77/26
USSJO-LAN11 (6),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.77/26
USSJO-LAN11 (7),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.77/26
USSJO-LAN11 (8),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.77/26
USCIN-ECV-02,Active,DPD,USCIN,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.196.147/32
USMBG-TD-CS01,Active,SUD,USMBG,,,Switch (Core),Cisco,C9300-48P,10.161.160.5/25
USMBG-ECV-01,Active,SUD,USMBG,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.196.181/32
USMBG-ECV-02,Active,SUD,USMBG,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.196.182/32
USSLO-B7-LAN01 (6),Active,Informational - Other,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.37/24
USSLO-B7-LAN01 (5),Active,Informational - Other,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.37/24
CNGZF-ECV-01,Active,AIG,CNGZF,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.63/32
NLEIN-CS02,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7280CR3-32D4,10.113.23.254/22
NLEIN-FW05,Active,MSD,NLEIN,,,Firewall,Fortinet,FGT_1100E,
NLEIN-FW04,Active,MSD,NLEIN,,,Firewall,Unknown,Unknown,
NLEIN-AS-280-01,Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300L-48P-4X,
DMP-Lab,Active,MSD,NLEIN,,,Switch (Access),Cisco,cisco WS-C3850-48P,10.113.183.2/32
NLEIN-CS01,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7280CR3-32D4,10.113.23.253/22
NLEIN-FW06,Active,MSD,NLEIN,,,Firewall,Fortinet,FGT_1100E,
DMP-Lab-sw2,Active,MSD,NLEIN,,,Switch (Access),Cisco,cisco WS-C3850-48P,10.113.183.66/32
dmp-sw3,Active,MSD,NLEIN,,,Switch (Access),Cisco,cisco WS-C3850-12X48U,10.113.183.23/32
ArctisGateway,Active,MSD,NLEIN,,,Router (undefined),MikroTik,MikroTik,10.113.140.102/32
Switch,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200-24P,10.60.23.219/32
Switch745B3B,Active,DSD,ATLIN,,,Switch (Access),Unknown,Unknown,
frddcas11,Active,CSD,USFRD,,,Switch (Access),Cisco,cisco WS-C3560G-24TS,198.140.178.21/32
SX-8P,Active,CMD,USSJO,,,Switch (Access),Unknown,Unknown,192.168.1.205/32
ITFER-VIDEO-RACk26 (1),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-24S,10.9.1.130/20
ITFER-VIDEO-RACk26 (2),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-24S,10.9.1.130/20
USSLO-CS-02,Active,DSD,USSLO,,,Switch (Core),Arista,DCS-7280SR2-48YC6,10.169.64.3/24
USSLO-B1-LAN01 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.17/24
USSLO-B1-LAN01 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.17/24
USSLO-B1-LAN01 (3),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.17/24
USSLO-B1-LAN01 (4),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.17/24
USSLO-B2-LAN01 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.24/24
USSLO-B2-LAN01 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.24/24
USSLO-B2-LAN01 (3),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.24/24
USSLO-B1-LAN02 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.16/24
USSLO-B1-LAN02 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.16/24
USSLO-B1-LAN02 (3),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.16/24
USSLO-B2-LAN06 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.71/24
USSLO-B2-LAN06 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.71/24
USSLO-B5-LAN01,Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.36/24
USSLO-B3-LAN01 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.74/24
USSLO-B3-LAN01 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.74/24
USSLO-CS-01,Active,DSD,USSLO,,,Switch (Core),Arista,DCS-7280SR2-48YC6,10.169.64.2/24
USSLO-B2-LAN05,Active,DPD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.15/32
USSLO-B3-LAN03 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.13/24
USSLO-B3-LAN03 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.13/24
USSLO-B3-LAN03 (3),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.13/24
USSLO-B3-LAN03 (4),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.13/24
USSLO-B1-LAN03 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.21/24
USSLO-B1-LAN03 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.21/24
USSLO-B1-LAN03 (3),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.21/24
USSLO-B2-LAN03,Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.22/24
USSLO-B1-LAN04,Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.20/24
USSLO-B3-LAN02,Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.12/24
USSLO-B2-LAN07 (1),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.38/24
USSLO-B2-LAN07 (2),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.38/24
USSLO-B2-LAN07 (3),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.38/24
USSLO-B2-LAN07 (4),Active,DSD,USSLO,,,Switch (Access),Cisco,C9200-48P,10.169.88.38/24
INNAS-ECV-02,Active,CMD,INNAS,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.200.59/32
INNAS-LAN01,Active,CMD,INNAS,,,Switch (Access),Cisco,C9200L-48P-4X,10.96.6.80/27
UAEDU-ECV-02,Active,CMD,UAEDU,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.200.53/32
UAEDU-FW01.thermo.com,Active,CMD,UAEDU,,,Firewall,Fortinet,FGT_200F,
UAEDU-ECV-01,Active,CMD,UAEDU,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.200.52/32
bcf1f201ff08,Active,DSD,AUBRI,,,Switch (Access),Cisco,Cisco SF200-24P (PID:SLM224PT)-VSD,10.60.9.28/32
USMBG-MDF-MERA-FW02,Active,SUD,USMBG,,,Firewall,Fortinet,FGT_200F,10.164.174.4/28
USMBG-WLC-01 (1),Active,SUD,USMBG,,,Wireless LAN Controller,Cisco,C9800-L-F-K9,10.164.159.6/32
USMBG-WLC-01 (2),Active,SUD,USMBG,,,Wireless LAN Controller,Cisco,C9800-L-F-K9,10.164.159.6/32
USHIL-MDF-CS01,Active,MSD,USHIL,,,Switch (Core),Arista,DCS-7280SR2-48YC6,10.180.28.2/24
USHIL-MDF-CS02,Active,MSD,USHIL,,,Switch (Core),Arista,DCS-7280SR2-48YC6,10.180.65.3/24
CNSH15-ECV-02,Active,BCD,CNSH15,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.13/32
INS08-CS01,Active,Corp,INS08,,,Switch (Core),Cisco,WS-C3650-24PD,10.96.231.1/28
LGN000EASW001,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.251.2/24
LGN000EASW003,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.251.4/24
CHLEN-EX-ASW002,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-3300-8P2S,10.29.251.9/24
CHLEN-B-AS11,Active,DSD,CHLEN,,,Switch (Access),Cisco,C9200-48P,10.29.248.22/24
LGN000BASW011,Active,DSD,CHLEN,,,Switch (Access),Cisco,C9200-48P,10.29.248.23/24
CHLEN-STAGE02,Active,DSD,CHLEN,,,Switch (Access),Cisco,cisco WS-C3750X-48P,
CHLEN-MGMT02,Active,DSD,CHLEN,,,Switch (Access),Cisco,C9200-48P,10.113.255.26/25
PLGNFIC110M-B(FDO23010LNX),Active,DSD,CHLEN,,,Switch (Server Access),Cisco,UCS-FI-6332-16UP,10.29.1.32/32
EUCHLGNASW90,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.247.39/24
LGN000EASW002,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.251.3/24
CHLEN-E-ZKO-LAN03,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-3300-8T2X,10.29.251.6/24
CHLEN-E-ZKO-LAN02,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-3300-8T2X,10.29.251.7/24
CHLEN-E-ZKO-LAN01,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-3300-8T2X,10.29.251.8/24
CHLEN-A-LAN07,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-3300-8P2S,10.29.247.114/24
LGN-TF-Srv (1),Active,DSD,CHLEN,,,Switch (Server Access),Cisco,C6880-X-LE,10.29.1.3/26
LGN-TF-Srv (2),Active,DSD,CHLEN,,,Switch (Server Access),Cisco,C6880-X-LE,10.29.1.3/26
PLGNFIC110M-A(FDO23020T0U),Active,DSD,CHLEN,,,Switch (Server Access),Cisco,UCS-FI-6332-16UP,10.29.1.31/32
NLEIN-EX-RTR05,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7020SR-24C2,10.113.176.19/29
NLEIN-DMZ-02,Active,MSD,NLEIN,,,Switch (DMZ),Arista,DCS-7280SR2-48YC6,10.113.176.27/29
NLEIN-DC-DS02,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7280SR3-48YC8,10.116.0.3/25
NLEIN-CO-CS01,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7280SR3-48YC8,10.113.174.17/24
NLEIN-AS-274-4 (1),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-24UX,10.113.174.252/24
NLEIN-AS-274-4 (2),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-24UX,10.113.174.252/24
NLEIN-AS-274-4 (3),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-24UX,10.113.174.252/24
NLEIN-AS-274-4 (4),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-24UX,10.113.174.252/24
NLEIN-CS-EXT-01 (1),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-48P,10.113.174.22/24
NLEIN-CS-EXT-01 (2),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-48P,10.113.174.22/24
NLEIN-EX-RTR04,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7020SR-24C2,10.113.176.18/29
NLEIN-DMZ-01,Active,MSD,NLEIN,,,Switch (DMZ),Arista,DCS-7280SR2-48YC6,10.113.176.26/29
NLEIN-CO-CS02,Active,MSD,NLEIN,,,Switch (Core),Arista,DCS-7280SR3-48YC8,10.113.174.18/24
NLEIN-CS-EXT-02 (1),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-48P,10.113.174.23/24
NLEIN-CS-EXT-02 (2),Active,MSD,NLEIN,,,Switch (Access),Cisco,C9300-48P,10.113.174.23/24
USSFO-CS-200-01 (8),Active,CSD,USSFO,,,Switch (Core),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.5/24
USSFO-CS-200-01 (9),Active,CSD,USSFO,,,Switch (Core),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.5/24
USSFO-CS-200-01 (10),Active,CSD,USSFO,,,Switch (Core),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.5/24
USSFO-CS-200-01 (11),Active,CSD,USSFO,,,Switch (Core),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.5/24
sfordas01-200 (1),Active,CSD,USSFO,,,Switch (Server Access),Cisco,N5K-C5596UP,10.43.8.7/24
sfordas01-200 (2),Active,CSD,USSFO,,,Switch (Server Access),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.7/24
sfordas01-200 (3),Active,CSD,USSFO,,,Switch (Server Access),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.7/24
sfordas01-200 (4),Active,CSD,USSFO,,,Switch (Server Access),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.7/24
sfordas01-200 (5),Active,CSD,USSFO,,,Switch (Server Access),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.43.8.7/24
ITMON-CS-TOR02 (1),Active,DPD,ITMON,,,Switch (Access),Cisco,C9300-48P,10.8.17.251/24
ITMON-CS-TOR02 (2),Active,DPD,ITMON,,,Switch (Access),Cisco,C9300-48P,10.8.17.251/24
ITMON-SW-CS02,Active,DPD,ITMON,,,Switch (Core),Arista,DCS-7280SR3-48YC8,10.8.17.254/24
ITMON-SW-R19 (1),Active,DPD,ITMON,,,Switch (Access),Cisco,C9200-48P,10.8.1.79/20
ITMON-SW-R19 (2),Active,DPD,ITMON,,,Switch (Access),Cisco,C9200-48P,10.8.1.79/20
ITMON-SW-CS01,Active,DPD,ITMON,,,Switch (Core),Arista,DCS-7280SR3-48YC8,10.8.17.253/24
ITMON-CS-TOR01 (1),Active,DPD,ITMON,,,Switch (Access),Cisco,C9300-48P,10.8.17.250/24
ITMON-CS-TOR01 (2),Active,DPD,ITMON,,,Switch (Access),Cisco,C9300-48P,10.8.17.250/24
ITMON-SW-LENEL_temp (1),Active,DPD,ITMON,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.8.1.240/20
ITMON-SW-LENEL_temp (2),Active,DPD,ITMON,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.8.1.240/20
USWAL-EC-01,Active,Corp,USWAL,,Lobby - L110 - Rack 4,Silver Peak SD-WAN,Aruba,EC-L-H,10.255.196.221/32
USWAL-EC-02,Active,Corp,USWAL,,Lobby - L110 - Rack 4,Silver Peak SD-WAN,Cisco,C9300-48P,10.255.196.222/32
USPG2-ECV-02,Active,RSD,USPG2,,,Silver Peak SD-WAN,Aruba,EC-L-H,10.255.196.205/32
USGRE-B1-IDF1R-LAN01,Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.177/24
USGRE-B8-IDF2B-LAN01 (1),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.203/24
USGRE-B8-IDF2B-LAN01 (2),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.203/24
USGRE-B8-IDF2B-LAN01 (3),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.203/24
USGRE-B8-IDF2B-LAN01 (4),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.203/24
USALL-IDF7-3650,Active,CTD,USALL,,,Switch (Access),Cisco,WS-C3650-48PD,10.18.0.23/24
USBRN-700-CS-01,Active,CTD,USALL,,,Switch (Core),Cisco,C9500-16X,10.18.9.1/32
USALL-IDF8-3650,Active,CTD,USALL,,,Switch (Access),Cisco,WS-C3650-48PD,10.18.0.21/24
PAA010101_Stratix5400,Active,CTD,USALL,,,Switch (Access),Cisco,cisco 1783-HMS16TG4CGN,10.18.138.13/32
PRMAN-AS-ALMACENSW-02.patheon.net,Active,DPD,PRMAN,,,Switch (Access),Cisco,cisco WS-C2960X-48FPS-L,10.20.250.11/32
PRMAN-AS-CNMT-48.thermofisher.com,Active,DPD,PRMAN,,,Switch (Access),Cisco,WS-C2960S-48LPS-L,172.20.250.9/23
NLGRO-S40-LAN01,Active,DSD,NLGRO,,,Switch (Access),Cisco,C9300-48P,10.115.193.39/24
Cisco2504,Active,BCD,USDUR,,,Wireless LAN Controller,Cisco,AIR-CT2504-K9,10.163.31.66/32
USDUR-OM-01,Active,BCD,USDUR,,,Network OOB,Opengear,OM1204-L,172.17.0.1/32
Cisco9800,Active,BCD,USDUR,,,Wireless LAN Controller,Cisco,C9800-L-C-K9,10.163.16.33/32
ITFER-LAN-RACK5 (2),Active,DPD,ITFER,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.9.1.95/20
ITFER-SW-MFGR9,Active,DPD,ITFER,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.9.17.27/24
LYOPDS-NAT,Active,DPD,ITFER,,,Router (undefined),Cisco,Cisco 1841,10.9.71.1/32
ITFER-WLC-01 (1),Active,DPD,ITFER,,,Wireless LAN Controller,Cisco,C9800-L-F-K9,10.9.16.10/25
ITFER-WLC-01 (2),Active,DPD,ITFER,,,Wireless LAN Controller,Cisco,C9800-L-F-K9,10.9.16.10/25
VG01_Ferentino,Active,DPD,ITFER,,,Router (undefined),Cisco,cisco ISR4431/K9,10.9.24.6/32
ITFER-MFG-FW01,Active,DPD,ITFER,,,Firewall,Fortinet,FGT_201F,
ITFER-LAN-RACK21 (1),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.124/20
ITFER-LAN-RACK21 (2),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.124/20
ITFER-LAN-RACK21 (3),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.124/20
ITFER-LAN-RACK21 (4),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.124/20
ITFER-LAN-RACK28 (1),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.129/20
ITFER-LAN-RACK28 (2),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.129/20
ITFER-LAN-RACK20 (1),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.123/20
ITFER-LAN-RACK20 (2),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.123/20
ITFER-LAN-RACK20 (3),Active,DPD,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.123/20
ITFER-LAN-RACK27,Active,DPD,ITFER,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.9.1.128/20
ITFER-LAN-RACK4 (1),Active,DPD,ITFER,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.9.1.94/20
USPGH-SVC-FW02,Active,Corp,USPGH,,,Firewall,Fortinet,FGT_100D,
USPGH-ECT-FW01,Active,Corp,USPGH,,,Firewall,Fortinet,FGT_100D,10.160.0.75/32
USPGH-MGT-J58,Active,Corp,USPGH,,,Switch (Access),Cisco,WS-C3650-48PD,10.160.4.9/32
x01e1ssw-adm0,Active,Corp,USPGH,,,Switch (Access),Cisco,N9K-C9348GC-FXP,10.0.189.128/32
USPGH-ECT-FW02,Active,Corp,USPGH,,,Firewall,Unknown,Unknown,
USPGH-SVC-FW01,Active,Corp,USPGH,,,Firewall,Fortinet,FGT_100D,10.160.10.40/28
x01e1psw-adm0,Active,Corp,USPGH,,,Switch (Access),Cisco,N9K-C9348GC-FXP,10.0.189.211/32
USPGH-DC-AS99(SSI142208DR),Active,Corp,USPGH,,,Switch (Access),Cisco,N5K-C5010P-BF,10.160.4.199/32
cs01,Active,Corp,USPGH,,,Switch (Core),Brocade,FLS624 Switch,172.30.28.51/32
USPGH-DC-Y58-TOR02,Active,Corp,USPGH,,,Switch (Server Access),Arista,DCS-7280SR3-48YC8,10.160.4.79/32
USPGH-DC-Y58-TOR01,Active,Corp,USPGH,,,Switch (Core),Arista,DCS-7280SR3-48YC8,10.160.4.69/32
USPGH-DC-R74-TOR01,Active,Corp,USPGH,,,Switch (Server Access),Unknown,Unknown,10.160.4.140/32
USPGH-DC-K58-TOR02,Active,Corp,USPGH,,,Switch (Server Access),Arista,DCS-7280SR3-48YC8,10.160.4.170/32
USPGH-DC-R74-TOR02,Active,Corp,USPGH,,,Switch (Server Access),Unknown,Unknown,10.160.4.150/32
USPGH-DC-K58-TOR01,Active,Corp,USPGH,,,Switch (Server Access),Arista,DCS-7280SR3-48YC8,10.160.4.160/32
USSJO-Arida01,Active,CMD,USSJO,,,Switch (Access),Cisco,WS-C2960CX-8PC-L,10.160.192.69/26
USSJO-LAN51 (5),Active,CMD,USSJO,,,Switch (Access),Cisco,C9200-48P,10.160.192.115/26
USSJO-Arida04,Active,CMD,USSJO,,,Switch (Access),Cisco,WS-C2960CX-8PC-L,10.160.192.75/26
USSJO-Arida03,Active,CMD,USSJO,,,Switch (Access),Cisco,WS-C2960CX-8PC-L,10.160.192.103/26
CNSYO-LAN01,Active,IES,CNSYO,,,Switch (Core),Cisco,C9200L-48P-4X,10.68.156.65/27
CNSYO-OM-01,Active,IES,CNSYO,,,Network OOB,Opengear,OM1204-L,10.68.156.75/27
ATVIE-ECV-01,Active,CMD,ATVIE,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.192.98/32
ATVIE-ECV-02,Active,CMD,ATVIE,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.192.99/32
cbddrcs01-5596 (1),Active,MMS,USCBD,,,Switch (Core),Cisco,N5K-C5596UP,10.56.129.3/24
cbddrcs01-5596 (2),Active,MMS,USCBD,,,Switch (Core),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.56.129.3/24
cbddrcs01-5596 (3),Active,MMS,USCBD,,,Switch (Core),Cisco,"Fabric Extender Module: 48x1GE, 4x10GE",10.56.129.3/24
USCBD-5791-LAN01 (1),Active,MMS,USCBD,,,Switch (Access),Cisco,C9200-48P,10.167.224.132/26
USCBD-5791-LAN01 (2),Active,MMS,USCBD,,,Switch (Access),Cisco,C9200-48P,10.167.224.132/26
USCBD-5791-LAN01 (3),Active,MMS,USCBD,,,Switch (Access),Cisco,C9200-48P,10.167.224.132/26
USCBD-5791-LAN01 (4),Active,MMS,USCBD,,,Switch (Access),Cisco,C9200-48P,10.167.224.132/26
USCBD-5791-LAN01 (5),Active,MMS,USCBD,,,Switch (Access),Cisco,C9200-48P,10.167.224.132/26
USCBD-5791-LAN01 (6),Active,MMS,USCBD,,,Switch (Access),Cisco,C9200-48P,10.167.224.132/26
USCBD-5791-LAN04,Active,MMS,USCBD,,,Switch (Access),Cisco,C9300-48P,10.167.224.140/26
USCBD-5791-TOR01,Active,MMS,USCBD,,,Switch (Server Access),Arista,DCS-7020SR-32C2,10.167.224.136/26
